longitude,latitude,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,median_house_age
-122.34,37.99,1531.0,326.0,1271.0,377.0,2.6167,85100.0,NEAR BAY,42.0 years
-122.33,37.98,2850.0,544.0,1024.0,515.0,6.0115,175000.0,NEAR BAY,3.0 years
-122.33,37.99,3999.0,1079.0,1591.0,887.0,3.911,112500.0,NEAR BAY,4.0 years
-122.39,38.0,44.0,6.0,23.0,11.0,4.125,212500.0,NEAR BAY,33.0 years
-122.36,37.96,246.0,57.0,316.0,52.0,0.716,104200.0,NEAR BAY,39.0 years
-122.36,37.96,1157.0,276.0,956.0,232.0,1.5347,80400.0,NEAR BAY,31.0 years
-122.36,37.95,408.0,102.0,302.0,81.0,1.8333,69800.0,NEAR BAY,40.0 years
-122.37,37.95,215.0,45.0,100.0,34.0,1.6023,81300.0,NEAR BAY,35.0 years
-122.37,37.95,1298.0,363.0,716.0,268.0,0.9797,76400.0,NEAR BAY,32.0 years
-122.37,37.96,1572.0,402.0,1046.0,350.0,0.7403,68600.0,NEAR BAY,37.0 years
-122.41,37.98,60.0,15.0,42.0,25.0,1.4583,67500.0,NEAR BAY,36.0 years
-122.34,37.98,2014.0,410.0,1354.0,427.0,3.9773,131300.0,NEAR BAY,33.0 years
-122.35,37.98,3756.0,726.0,2237.0,686.0,3.7562,132900.0,NEAR BAY,34.0 years
-122.34,37.97,392.0,109.0,287.0,81.0,6.0426,110000.0,NEAR BAY,19.0 years
-122.35,37.96,1991.0,504.0,1139.0,423.0,2.0353,113600.0,NEAR BAY,32.0 years
-122.35,37.97,2178.0,482.0,1545.0,471.0,2.5863,112200.0,NEAR BAY,43.0 years
-122.35,37.97,2892.0,685.0,2104.0,641.0,3.2188,113800.0,NEAR BAY,31.0 years
-122.32,37.97,1595.0,292.0,991.0,300.0,4.6937,134100.0,NEAR BAY,33.0 years
-122.32,37.97,1156.0,190.0,643.0,209.0,4.5,156600.0,NEAR BAY,33.0 years
-122.33,37.97,5151.0,1335.0,2548.0,1165.0,3.3125,158800.0,NEAR BAY,19.0 years
-122.33,37.98,1967.0,348.0,1144.0,364.0,4.4135,150100.0,NEAR BAY,32.0 years
-122.33,37.97,1982.0,376.0,1179.0,398.0,3.5463,130800.0,NEAR BAY,45.0 years
-122.34,37.97,2237.0,580.0,1438.0,551.0,2.3382,120700.0,NEAR BAY,19.0 years
-122.33,37.96,1222.0,236.0,819.0,251.0,3.9118,129400.0,NEAR BAY,46.0 years
-122.35,37.96,2191.0,531.0,1563.0,524.0,2.5164,114200.0,NEAR BAY,36.0 years
-122.35,37.96,1899.0,524.0,1357.0,443.0,1.875,97200.0,NEAR BAY,29.0 years
-122.35,37.96,1326.0,346.0,1023.0,295.0,2.0724,97700.0,NEAR BAY,35.0 years
-122.35,37.95,2449.0,595.0,1801.0,548.0,2.6328,110300.0,NEAR BAY,31.0 years
-122.35,37.96,1428.0,335.0,1272.0,319.0,2.5461,93900.0,NEAR BAY,34.0 years
-122.36,37.96,950.0,317.0,1073.0,280.0,1.8664,107800.0,NEAR BAY,30.0 years
-122.32,37.96,1728.0,403.0,934.0,412.0,3.375,133700.0,NEAR BAY,25.0 years
-122.32,37.96,2070.0,357.0,784.0,294.0,4.0417,182800.0,NEAR BAY,34.0 years
-122.32,37.95,1612.0,354.0,887.0,331.0,2.5769,146100.0,NEAR BAY,35.0 years
-122.33,37.95,2099.0,569.0,1135.0,509.0,2.1915,120800.0,NEAR BAY,22.0 years
-122.34,37.96,6487.0,1717.0,3408.0,1560.0,2.1991,133300.0,NEAR BAY,15.0 years
-122.34,37.96,1817.0,441.0,1220.0,389.0,2.5382,103600.0,NEAR BAY,33.0 years
-122.32,37.94,2751.0,522.0,1390.0,489.0,3.7277,165100.0,NEAR BAY,38.0 years
-122.32,37.94,1901.0,295.0,833.0,352.0,5.5196,210800.0,NEAR BAY,46.0 years
-122.32,37.93,1141.0,213.0,434.0,196.0,3.9464,186900.0,NEAR BAY,40.0 years
-122.33,37.95,1627.0,336.0,848.0,316.0,3.7708,144600.0,NEAR BAY,42.0 years
-122.33,37.94,1226.0,279.0,590.0,260.0,2.8833,140400.0,NEAR BAY,45.0 years
-122.33,37.94,1882.0,361.0,797.0,342.0,3.5848,140800.0,NEAR BAY,47.0 years
-122.33,37.94,1876.0,389.0,807.0,377.0,3.1571,141600.0,NEAR BAY,43.0 years
-122.33,37.94,1695.0,345.0,719.0,334.0,3.9417,139100.0,NEAR BAY,42.0 years
-122.33,37.94,1769.0,332.0,828.0,309.0,4.0526,150800.0,NEAR BAY,44.0 years
-122.34,37.95,1128.0,240.0,702.0,270.0,3.6719,134100.0,NEAR BAY,45.0 years
-122.33,37.95,1585.0,329.0,981.0,373.0,3.0313,135800.0,NEAR BAY,45.0 years
-122.33,37.95,1543.0,339.0,777.0,322.0,4.0927,142600.0,NEAR BAY,46.0 years
-122.34,37.95,1675.0,317.0,806.0,311.0,3.0694,135300.0,NEAR BAY,44.0 years
-122.34,37.95,1788.0,368.0,933.0,329.0,2.875,133400.0,NEAR BAY,44.0 years
-122.34,37.95,1986.0,427.0,1041.0,385.0,3.2333,135100.0,NEAR BAY,39.0 years
-122.34,37.95,1340.0,298.0,766.0,241.0,3.2833,111700.0,NEAR BAY,38.0 years
-122.35,37.95,2142.0,431.0,1318.0,431.0,3.0737,111600.0,NEAR BAY,45.0 years
-122.35,37.95,1485.0,290.0,971.0,303.0,3.6094,114600.0,NEAR BAY,42.0 years
-122.36,37.95,1042.0,289.0,773.0,248.0,2.7714,104700.0,NEAR BAY,38.0 years
-122.34,37.94,2313.0,433.0,947.0,430.0,3.942,143300.0,NEAR BAY,47.0 years
-122.34,37.94,1917.0,444.0,936.0,435.0,2.7391,140300.0,NEAR BAY,44.0 years
-122.34,37.94,1611.0,455.0,786.0,411.0,1.681,145500.0,NEAR BAY,31.0 years
-122.34,37.94,2206.0,451.0,989.0,444.0,3.125,143900.0,NEAR BAY,42.0 years
-122.35,37.94,2112.0,493.0,1406.0,452.0,2.3456,105200.0,NEAR BAY,45.0 years
-122.35,37.94,1880.0,459.0,1358.0,422.0,1.6571,105200.0,NEAR BAY,34.0 years
-122.35,37.94,1275.0,275.0,844.0,273.0,2.8967,95600.0,NEAR BAY,47.0 years
-122.36,37.95,1066.0,248.0,729.0,286.0,1.5139,81700.0,NEAR BAY,38.0 years
-122.36,37.94,907.0,188.0,479.0,161.0,3.0862,79000.0,NEAR BAY,45.0 years
-122.36,37.94,844.0,249.0,583.0,265.0,0.9687,105800.0,NEAR BAY,27.0 years
-122.36,37.94,1540.0,343.0,1007.0,338.0,1.3365,72900.0,NEAR BAY,26.0 years
-122.36,37.94,2591.0,585.0,1638.0,462.0,1.822,79700.0,NEAR BAY,41.0 years
-122.37,37.94,969.0,229.0,599.0,195.0,1.3167,71600.0,NEAR BAY,49.0 years
-122.35,37.93,1334.0,366.0,1048.0,316.0,1.7865,88000.0,NEAR BAY,19.0 years
-122.35,37.93,1995.0,488.0,1182.0,439.0,2.3352,84300.0,NEAR BAY,28.0 years
-122.36,37.94,369.0,107.0,371.0,111.0,1.6,79400.0,NEAR BAY,43.0 years
-122.36,37.93,1258.0,254.0,885.0,229.0,3.05,121600.0,NEAR BAY,17.0 years
-122.37,37.94,1064.0,266.0,912.0,239.0,1.0521,69100.0,NEAR BAY,40.0 years
-122.37,37.93,3150.0,756.0,1798.0,749.0,1.75,37900.0,NEAR BAY,45.0 years
-122.38,37.91,3507.0,711.0,1224.0,676.0,5.0524,269800.0,NEAR BAY,18.0 years
-122.42,37.93,3453.0,779.0,1353.0,728.0,4.016,274500.0,NEAR BAY,47.0 years
-122.41,37.94,154.0,33.0,89.0,38.0,3.2875,275000.0,NEAR BAY,52.0 years
-122.34,37.93,2515.0,481.0,1327.0,428.0,2.1287,95000.0,NEAR BAY,30.0 years
-122.35,37.93,2002.0,416.0,1166.0,395.0,1.7257,91500.0,NEAR BAY,39.0 years
-122.36,37.93,1891.0,449.0,1047.0,432.0,1.7727,86100.0,NEAR BAY,44.0 years
-122.36,37.93,1796.0,389.0,1107.0,372.0,1.9375,87000.0,NEAR BAY,42.0 years
-122.37,37.93,709.0,190.0,644.0,174.0,0.8641,84200.0,NEAR BAY,37.0 years
-122.33,37.91,1954.0,513.0,1437.0,440.0,1.125,93800.0,NEAR BAY,36.0 years
-122.35,37.92,921.0,200.0,585.0,236.0,1.9224,94000.0,NEAR BAY,36.0 years
-122.36,37.92,215.0,41.0,126.0,43.0,1.3929,104200.0,NEAR BAY,52.0 years
-122.35,37.91,2851.0,798.0,1285.0,712.0,4.2895,186800.0,NEAR BAY,4.0 years
-122.33,37.93,2326.0,471.0,1356.0,441.0,2.3475,90300.0,NEAR BAY,34.0 years
-122.33,37.93,2158.0,424.0,1220.0,442.0,3.0156,111500.0,NEAR BAY,27.0 years
-122.34,37.93,2389.0,652.0,1672.0,584.0,1.4423,88300.0,NEAR BAY,32.0 years
-122.34,37.93,2225.0,486.0,1304.0,459.0,2.64,112100.0,NEAR BAY,45.0 years
-122.35,37.93,268.0,75.0,198.0,82.0,3.2222,156300.0,NEAR BAY,41.0 years
-122.32,37.92,2304.0,399.0,1377.0,454.0,5.0187,140600.0,NEAR BAY,29.0 years
-122.33,37.92,3887.0,779.0,2512.0,740.0,2.2301,122400.0,NEAR BAY,26.0 years
-122.32,37.92,4649.0,977.0,2606.0,953.0,3.2674,129100.0,NEAR BAY,28.0 years
-122.32,37.91,2669.0,647.0,1341.0,555.0,2.6399,119600.0,NEAR BAY,34.0 years
-122.31,37.91,2955.0,696.0,1417.0,682.0,2.7628,167800.0,NEAR BAY,39.0 years
-122.31,37.91,2549.0,511.0,1060.0,528.0,3.6417,178400.0,NEAR BAY,43.0 years
-122.31,37.91,3924.0,834.0,1992.0,773.0,4.1146,177800.0,NEAR BAY,45.0 years
-122.31,37.93,2505.0,371.0,872.0,345.0,5.3433,286500.0,NEAR BAY,39.0 years
-122.31,37.93,2403.0,408.0,917.0,404.0,5.0399,253400.0,NEAR BAY,36.0 years
-122.32,37.93,3056.0,489.0,1103.0,481.0,5.1067,247300.0,NEAR BAY,40.0 years
-122.32,37.94,1911.0,283.0,697.0,275.0,6.2712,267700.0,NEAR BAY,47.0 years
-122.3,37.92,3943.0,605.0,1524.0,614.0,6.0677,321600.0,NEAR BAY,32.0 years
-122.29,37.92,583.0,88.0,235.0,84.0,5.943,288200.0,NEAR BAY,35.0 years
-122.29,37.92,1736.0,234.0,602.0,231.0,6.516,401000.0,NEAR BAY,32.0 years
-122.3,37.93,2254.0,357.0,715.0,306.0,4.5,304000.0,NEAR BAY,34.0 years
-122.31,37.93,1526.0,256.0,696.0,263.0,3.5089,261900.0,NEAR BAY,36.0 years
-122.32,37.93,296.0,73.0,216.0,63.0,2.675,22500.0,NEAR BAY,33.0 years
-122.31,37.92,1014.0,236.0,537.0,204.0,2.8456,183300.0,NEAR BAY,30.0 years
-122.31,37.92,1250.0,236.0,631.0,279.0,3.724,220100.0,NEAR BAY,38.0 years
-122.31,37.92,1895.0,600.0,983.0,519.0,2.5,195800.0,NEAR BAY,12.0 years
-122.32,37.92,1119.0,220.0,565.0,199.0,3.3594,186900.0,NEAR BAY,22.0 years
-122.31,37.92,2116.0,407.0,900.0,361.0,4.1587,212200.0,NEAR BAY,43.0 years
-122.3,37.92,1615.0,271.0,710.0,285.0,4.0804,239000.0,NEAR BAY,33.0 years
-122.31,37.91,1432.0,348.0,681.0,348.0,2.7243,218100.0,NEAR BAY,31.0 years
-122.3,37.91,2686.0,569.0,1159.0,559.0,2.9441,200400.0,NEAR BAY,39.0 years
-122.3,37.91,2866.0,617.0,1305.0,589.0,3.6321,209100.0,NEAR BAY,40.0 years
-122.3,37.9,2125.0,489.0,912.0,462.0,2.9219,217200.0,NEAR BAY,37.0 years
-122.3,37.9,2053.0,435.0,873.0,415.0,3.4091,223000.0,NEAR BAY,41.0 years
-122.3,37.9,1102.0,308.0,688.0,303.0,2.3946,141700.0,NEAR BAY,35.0 years
-122.3,37.9,1772.0,471.0,880.0,437.0,2.2672,162500.0,NEAR BAY,30.0 years
-122.29,37.92,1450.0,235.0,568.0,234.0,6.0,311400.0,NEAR BAY,36.0 years
-122.29,37.91,2591.0,424.0,905.0,378.0,5.1691,263200.0,NEAR BAY,38.0 years
-122.29,37.91,2085.0,346.0,748.0,354.0,4.0536,262000.0,NEAR BAY,46.0 years
-122.29,37.91,2085.0,329.0,796.0,339.0,5.5357,273700.0,NEAR BAY,40.0 years
-122.29,37.9,2657.0,500.0,1131.0,489.0,4.4286,234900.0,NEAR BAY,52.0 years
-122.28,37.91,2501.0,348.0,805.0,329.0,6.5576,358500.0,NEAR BAY,38.0 years
-122.28,37.9,3191.0,516.0,1148.0,507.0,6.3538,333700.0,NEAR BAY,49.0 years
-122.28,37.9,1369.0,249.0,490.0,248.0,4.1212,287500.0,NEAR BAY,52.0 years
-122.28,37.91,3009.0,482.0,1053.0,490.0,5.8279999999999985,324400.0,NEAR BAY,41.0 years
-122.27,37.91,1930.0,315.0,692.0,296.0,6.3669,315500.0,NEAR BAY,47.0 years
-122.28,37.91,2083.0,298.0,685.0,286.0,7.3089,331200.0,NEAR BAY,48.0 years
-124.17,41.8,2739.0,480.0,1259.0,436.0,3.7557,109400.0,NEAR OCEAN,16.0 years
-124.3,41.8,2672.0,552.0,1298.0,478.0,1.9797,85800.0,NEAR OCEAN,19.0 years
-124.23,41.75,3159.0,616.0,1343.0,479.0,2.4805,73200.0,NEAR OCEAN,11.0 years
-124.21,41.77,3461.0,722.0,1947.0,647.0,2.5795,68400.0,NEAR OCEAN,17.0 years
-124.19,41.78,3140.0,714.0,1645.0,640.0,1.6654,74600.0,NEAR OCEAN,15.0 years
-124.22,41.73,3003.0,699.0,1530.0,653.0,1.7038,78300.0,NEAR OCEAN,28.0 years
-124.21,41.75,3810.0,787.0,1993.0,721.0,2.0074,66900.0,NEAR OCEAN,20.0 years
-124.17,41.76,2673.0,538.0,1282.0,514.0,2.4605,105900.0,NEAR OCEAN,20.0 years
-124.16,41.74,2715.0,569.0,1532.0,530.0,2.1829,69500.0,NEAR OCEAN,15.0 years
-124.14,41.95,2696.0,578.0,1208.0,494.0,2.275,122400.0,NEAR OCEAN,21.0 years
-124.16,41.92,1668.0,324.0,841.0,283.0,2.1336,75000.0,NEAR OCEAN,19.0 years
-124.3,41.84,2677.0,531.0,1244.0,456.0,3.0313,103600.0,NEAR OCEAN,17.0 years
-124.15,41.81,3276.0,628.0,3546.0,585.0,2.2868,103100.0,NEAR OCEAN,17.0 years
-123.91,41.68,1880.0,360.0,743.0,314.0,2.9688,152700.0,<1H OCEAN,22.0 years
-123.83,41.88,1504.0,357.0,660.0,258.0,3.13,116700.0,<1H OCEAN,18.0 years
-123.92,41.54,2920.0,636.0,1382.0,499.0,2.0202,71100.0,NEAR OCEAN,22.0 years
-119.94,38.96,1451.0,386.0,467.0,255.0,1.5536,212500.0,INLAND,20.0 years
-119.95,38.95,430.0,107.0,36.0,18.0,2.625,187500.0,INLAND,8.0 years
-119.95,38.95,1058.0,352.0,851.0,269.0,2.02,87500.0,INLAND,22.0 years
-119.95,38.95,2046.0,580.0,952.0,353.0,1.7245,92200.0,INLAND,21.0 years
-119.94,38.95,1789.0,536.0,1134.0,396.0,2.32,91300.0,INLAND,25.0 years
-119.95,38.94,2180.0,517.0,755.0,223.0,2.5875,173400.0,INLAND,24.0 years
-119.93,38.94,1709.0,408.0,97.0,44.0,2.4917,200000.0,INLAND,27.0 years
-119.97,38.94,1485.0,334.0,406.0,180.0,1.9667,84600.0,INLAND,26.0 years
-119.97,38.93,856.0,185.0,388.0,108.0,3.1806,107200.0,INLAND,24.0 years
-119.98,38.96,2443.0,444.0,868.0,342.0,3.5417,114800.0,INLAND,25.0 years
-119.96,38.94,1429.0,292.0,585.0,188.0,2.2589,131600.0,INLAND,19.0 years
-119.96,38.94,1492.0,393.0,717.0,254.0,1.8906,104200.0,INLAND,27.0 years
-119.96,38.93,2731.0,632.0,1215.0,483.0,2.83,110500.0,INLAND,22.0 years
-119.94,38.92,1258.0,216.0,235.0,96.0,4.6,136800.0,INLAND,24.0 years
-119.98,38.94,1339.0,328.0,503.0,219.0,1.9018,109700.0,INLAND,25.0 years
-119.98,38.94,1564.0,298.0,339.0,147.0,4.0417,99300.0,INLAND,23.0 years
-119.99,38.94,1216.0,289.0,421.0,185.0,3.1625,103600.0,INLAND,24.0 years
-119.99,38.94,3119.0,640.0,786.0,351.0,3.0806,118500.0,INLAND,22.0 years
-119.99,38.93,1882.0,414.0,673.0,277.0,2.9091,141900.0,INLAND,23.0 years
-119.98,38.93,1194.0,272.0,494.0,203.0,2.3281,85800.0,INLAND,28.0 years
-119.98,38.93,1262.0,293.0,534.0,226.0,2.6607,90400.0,INLAND,25.0 years
-119.98,38.92,2682.0,606.0,1010.0,399.0,3.15,86900.0,INLAND,27.0 years
-119.98,38.92,1408.0,312.0,522.0,221.0,2.0708,89600.0,INLAND,28.0 years
-120.0,38.93,8005.0,1382.0,999.0,383.0,3.9722,313400.0,INLAND,17.0 years
-120.01,38.93,3080.0,610.0,1045.0,425.0,2.9960000000000004,126100.0,INLAND,22.0 years
-120.0,38.92,1106.0,207.0,466.0,180.0,3.3295,126600.0,INLAND,17.0 years
-120.0,38.92,529.0,116.0,191.0,83.0,3.5,103600.0,INLAND,26.0 years
-120.01,38.92,964.0,246.0,485.0,198.0,1.7188,96100.0,INLAND,23.0 years
-120.01,38.92,1758.0,357.0,689.0,278.0,2.675,104200.0,INLAND,25.0 years
-120.02,38.91,2138.0,493.0,829.0,330.0,2.2056,107200.0,INLAND,22.0 years
-120.02,38.92,1194.0,246.0,414.0,151.0,3.2396,101900.0,INLAND,24.0 years
-120.01,38.91,968.0,191.0,283.0,143.0,2.0938,94400.0,INLAND,27.0 years
-120.01,38.91,2732.0,609.0,1005.0,499.0,1.9851,86700.0,INLAND,17.0 years
-120.01,38.89,1669.0,422.0,589.0,281.0,3.0089,100800.0,INLAND,24.0 years
-120.0,38.9,1653.0,419.0,737.0,308.0,1.9727,114100.0,INLAND,21.0 years
-119.99,38.88,2807.0,529.0,675.0,251.0,2.7457,107800.0,INLAND,17.0 years
-119.98,38.9,3109.0,572.0,885.0,334.0,3.5,134700.0,INLAND,16.0 years
-119.92,38.91,3831.0,625.0,984.0,328.0,5.0718,162500.0,INLAND,15.0 years
-120.0,38.87,1437.0,268.0,395.0,144.0,4.225,127600.0,INLAND,12.0 years
-119.96,38.84,2722.0,512.0,828.0,289.0,3.5714,109700.0,INLAND,17.0 years
-120.02,38.76,3142.0,618.0,725.0,285.0,4.3333,121400.0,INLAND,15.0 years
-120.04,38.86,2708.0,481.0,712.0,261.0,3.7891,117700.0,INLAND,16.0 years
-120.03,38.89,3042.0,588.0,918.0,336.0,3.8333,118800.0,INLAND,15.0 years
-120.02,38.86,2429.0,459.0,883.0,300.0,3.017,97600.0,INLAND,19.0 years
-120.13,39.06,2465.0,539.0,381.0,146.0,2.875,87500.0,INLAND,22.0 years
-120.16,39.04,2040.0,402.0,350.0,129.0,4.0313,126000.0,INLAND,18.0 years
-120.16,39.01,1463.0,264.0,54.0,26.0,4.975,206300.0,INLAND,16.0 years
-120.06,39.01,2967.0,528.0,112.0,48.0,4.0714,437500.0,INLAND,19.0 years
-120.1,38.91,1561.0,282.0,30.0,11.0,1.875,500001.0,INLAND,33.0 years
-120.97,38.91,4341.0,716.0,1978.0,682.0,4.8311,172200.0,INLAND,7.0 years
-121.04,38.81,3522.0,623.0,1456.0,544.0,3.93,163400.0,INLAND,11.0 years
-120.72,38.94,1604.0,352.0,540.0,190.0,3.7625,113200.0,INLAND,10.0 years
-120.88,38.91,3876.0,778.0,1960.0,691.0,2.902,127300.0,INLAND,15.0 years
-120.92,38.86,1720.0,345.0,850.0,326.0,3.2027,128600.0,INLAND,11.0 years
-120.87,38.83,2180.0,423.0,1070.0,377.0,2.8562,128200.0,INLAND,12.0 years
-120.84,38.81,1280.0,286.0,609.0,248.0,3.1635,132600.0,INLAND,11.0 years
-120.81,38.89,1438.0,324.0,675.0,268.0,2.9444,119300.0,INLAND,17.0 years
-120.79,38.83,1374.0,291.0,709.0,239.0,1.7222,118500.0,INLAND,15.0 years
-120.71,38.85,1877.0,479.0,884.0,323.0,3.4688,120100.0,INLAND,8.0 years
-120.5,38.87,81.0,41.0,55.0,16.0,4.9583,87500.0,INLAND,10.0 years
-120.3,38.9,1961.0,435.0,113.0,53.0,0.9227,95500.0,INLAND,11.0 years
-121.09,38.68,5218.0,711.0,1949.0,659.0,4.7083,213300.0,INLAND,15.0 years
-121.08,38.67,2499.0,331.0,1040.0,333.0,6.8439999999999985,239600.0,INLAND,10.0 years
-121.07,38.66,1831.0,274.0,813.0,269.0,4.6394,173400.0,INLAND,22.0 years
-121.06,38.7,13255.0,1739.0,5001.0,1627.0,6.314,228900.0,INLAND,9.0 years
-121.0,38.58,3425.0,549.0,1357.0,451.0,5.3344,217500.0,INLAND,12.0 years
-121.01,38.73,6322.0,1046.0,2957.0,1024.0,4.7276,197500.0,INLAND,7.0 years
-120.99,38.69,5743.0,1074.0,2651.0,962.0,4.1163,172500.0,INLAND,5.0 years
-121.02,38.66,7392.0,1155.0,3096.0,1065.0,4.5246,198900.0,INLAND,4.0 years
-120.99,38.67,4913.0,744.0,2005.0,723.0,5.4413,187900.0,INLAND,8.0 years
-120.98,38.67,3432.0,516.0,1286.0,470.0,5.584,186600.0,INLAND,13.0 years
-120.98,38.66,2073.0,404.0,916.0,373.0,3.225,163300.0,INLAND,9.0 years
-120.98,38.68,4810.0,909.0,2242.0,900.0,3.2964,176900.0,INLAND,5.0 years
-120.95,38.69,3421.0,563.0,1689.0,545.0,5.2032,217100.0,INLAND,10.0 years
-120.96,38.66,2339.0,436.0,1062.0,380.0,3.9036,180800.0,INLAND,11.0 years
-120.97,38.65,3707.0,602.0,1601.0,555.0,4.0714,300600.0,INLAND,9.0 years
-120.93,38.65,2213.0,384.0,1097.0,351.0,4.5568,170100.0,INLAND,12.0 years
-120.91,38.62,4545.0,748.0,2033.0,718.0,4.1843,207600.0,INLAND,12.0 years
-120.95,38.79,3247.0,579.0,1459.0,517.0,4.3981,202800.0,INLAND,12.0 years
-120.93,38.77,2229.0,355.0,788.0,341.0,5.5111,196300.0,INLAND,9.0 years
-120.91,38.73,5460.0,859.0,2645.0,838.0,4.835,230600.0,INLAND,11.0 years
-120.87,38.71,2692.0,470.0,1302.0,420.0,4.0,167400.0,INLAND,13.0 years
-120.84,38.77,1013.0,188.0,410.0,158.0,4.825,184600.0,INLAND,11.0 years
-120.86,38.75,1533.0,300.0,674.0,287.0,2.5625,146100.0,INLAND,15.0 years
-120.83,38.74,3685.0,775.0,1714.0,734.0,2.2269,128300.0,INLAND,17.0 years
-120.84,38.73,2616.0,492.0,1158.0,457.0,2.8807,142600.0,INLAND,17.0 years
-120.81,38.73,2005.0,385.0,882.0,353.0,2.5104,120500.0,INLAND,38.0 years
-120.78,38.74,4236.0,877.0,2008.0,881.0,2.1603,111300.0,INLAND,28.0 years
-120.81,38.74,2259.0,482.0,1099.0,463.0,2.3314,121600.0,INLAND,29.0 years
-120.76,38.76,3509.0,606.0,1576.0,564.0,2.6392,148500.0,INLAND,21.0 years
-120.76,38.73,512.0,129.0,314.0,140.0,1.5625,108300.0,INLAND,17.0 years
-120.78,38.73,3117.0,616.0,1606.0,588.0,2.9844,127900.0,INLAND,31.0 years
-120.81,38.73,1276.0,260.0,799.0,259.0,2.7273,128600.0,INLAND,42.0 years
-120.78,38.72,4414.0,767.0,1865.0,699.0,3.6406,150900.0,INLAND,19.0 years
-120.67,38.76,2104.0,403.0,1060.0,400.0,2.1682,138100.0,INLAND,35.0 years
-120.7,38.75,2325.0,430.0,967.0,376.0,2.9,158700.0,INLAND,19.0 years
-120.71,38.73,2146.0,396.0,862.0,351.0,2.9219,141300.0,INLAND,17.0 years
-120.58,38.77,2155.0,394.0,857.0,356.0,4.03,141200.0,INLAND,15.0 years
-120.58,38.77,1661.0,406.0,789.0,319.0,2.3583,108700.0,INLAND,21.0 years
-120.6,38.76,1236.0,273.0,615.0,248.0,3.0217,106900.0,INLAND,22.0 years
-120.59,38.76,1728.0,417.0,731.0,334.0,1.7266,94700.0,INLAND,21.0 years
-120.63,38.75,3145.0,621.0,1432.0,559.0,2.7201,117500.0,INLAND,17.0 years
-120.7,38.69,4492.0,821.0,2093.0,734.0,4.0709,151700.0,INLAND,13.0 years
-120.63,38.73,4577.0,836.0,1944.0,700.0,4.0675,140200.0,INLAND,11.0 years
-120.62,38.71,6305.0,1150.0,2597.0,921.0,4.0197,132200.0,INLAND,10.0 years
-120.63,38.68,1821.0,316.0,769.0,266.0,3.0789,131700.0,INLAND,14.0 years
-120.54,38.75,3006.0,540.0,1102.0,418.0,3.9812,136600.0,INLAND,9.0 years
-120.76,38.6,2925.0,625.0,1226.0,437.0,2.5865,133800.0,INLAND,14.0 years
-120.66,38.61,2715.0,596.0,1301.0,473.0,2.5042,126400.0,INLAND,19.0 years
-120.72,38.57,892.0,185.0,427.0,164.0,2.6833,118800.0,INLAND,8.0 years
-120.59,38.53,432.0,87.0,208.0,73.0,3.6125,100000.0,INLAND,15.0 years
-120.44,38.61,2598.0,548.0,796.0,297.0,3.5192,98000.0,INLAND,9.0 years
-120.32,38.71,1115.0,255.0,86.0,32.0,3.5667,115600.0,INLAND,13.0 years
-120.08,38.8,1988.0,511.0,36.0,15.0,4.625,162500.0,INLAND,34.0 years
-120.88,38.58,3417.0,604.0,1703.0,623.0,4.0827,170700.0,INLAND,8.0 years
-120.84,38.63,1313.0,231.0,731.0,232.0,5.7373,208300.0,INLAND,12.0 years
-120.81,38.67,8396.0,1578.0,3952.0,1474.0,3.0565,118800.0,INLAND,14.0 years
-120.76,38.65,2319.0,430.0,1126.0,372.0,3.5511,155900.0,INLAND,17.0 years
-120.85,38.69,5928.0,1097.0,2697.0,1096.0,3.4872,141400.0,INLAND,18.0 years
-120.79,38.7,5036.0,1034.0,2243.0,923.0,2.3319,138500.0,INLAND,13.0 years
-119.81,36.73,956.0,196.0,662.0,180.0,2.101,56700.0,INLAND,51.0 years
-119.81,36.73,1314.0,416.0,1155.0,326.0,1.372,49600.0,INLAND,47.0 years
-119.81,36.74,607.0,155.0,483.0,146.0,1.5625,47500.0,INLAND,36.0 years
-119.79,36.73,112.0,28.0,193.0,40.0,1.975,47500.0,INLAND,52.0 years
-119.8,36.73,925.0,231.0,797.0,228.0,1.7011,44800.0,INLAND,45.0 years
-119.8,36.72,1286.0,360.0,972.0,345.0,0.9513,50400.0,INLAND,43.0 years
-119.81,36.72,1414.0,268.0,902.0,243.0,1.5833,56700.0,INLAND,46.0 years
-119.81,36.73,772.0,194.0,606.0,167.0,2.2206,59200.0,INLAND,50.0 years
-119.77,36.73,1960.0,393.0,1286.0,381.0,2.1518,53000.0,INLAND,44.0 years
-119.77,36.72,1763.0,389.0,1623.0,390.0,1.4427,47700.0,INLAND,43.0 years
-119.78,36.73,1377.0,319.0,1280.0,259.0,1.2344,43300.0,INLAND,52.0 years
-119.77,36.73,1081.0,241.0,821.0,230.0,1.7829,52600.0,INLAND,45.0 years
-119.77,36.75,1287.0,332.0,1386.0,306.0,1.5227,46900.0,INLAND,39.0 years
-119.77,36.74,1855.0,519.0,1091.0,443.0,1.5547,93900.0,INLAND,20.0 years
-119.78,36.74,1461.0,415.0,924.0,356.0,2.5045,90300.0,INLAND,15.0 years
-119.78,36.75,2114.0,506.0,2050.0,474.0,1.2375,50000.0,INLAND,35.0 years
-119.78,36.75,1404.0,379.0,1515.0,387.0,1.2813,56400.0,INLAND,31.0 years
